id,company_id,company_name,company_industry,type,title,summary,source_url,source_name,content_status,priority,sentiment,created_at
764,1751,"Port of Houston","Baking & Milling","funding","Port Houston Accepts $7.7 Million TxDOT Grant for Bayport Roadway Construction","The Commission authorized acceptance of $7.7 million in grant funds for constructing a critical roadway providing additional access to the growing Bayport Container Terminal. This supports expanded capacity and future growth at public terminals.[1][3]","https://porthouston.com/wp-content/uploads/2025/12/Port-Houston-Volumes-Dip-in-November.pdf","porthouston.com","published","medium","positive",2025-12-27T23:07:54.555Z
763,1751,"Port of Houston","Baking & Milling","funding","Port Houston Commission Approves Key Initiatives Including New Cranes and $7.7M Grant","On December 9, 2025, the Port Commission approved initiatives to strengthen trade, modernize operations, and expand infrastructure, including five new rubber-tire gantry cranes arriving at Bayport in December and 11 more in early 2026 to boost container capacity. They also accepted $7.7 million in Seaport Connectivity Program grant funds from TxDOT for a new roadway to Bayport Container Terminal and renewed the Central and South America regional representative contract. Completed projects include Bayport Wharf 7 and Exit Gate to improve efficiency.[1][3]","https://porthouston.com/wp-content/uploads/2025/12/December-2025-Meeting_Port-Houston-Greenlights-Key-Initiatives-for-Global-Trade-and-Future-Capacity.pdf","porthouston.com","published","high","positive",2025-12-27T23:07:50.769Z
762,1749,"Port of Beaumont","Baking & Milling","news","Port of Beaumont Trade Surge Delivers $23B Boost to Texas Economy","A newly released economic impact study shows Port of Beaumont generated over $23 billion in trade activity in 2024, supporting 157,000 jobs statewide and marking a 182% increase since 2018. State officials, including Comptroller Kelly Hancock, credited infrastructure upgrades like dock expansions and rail improvements for positioning the port as a key Gulf Coast export hub for energy commodities. The port now accounts for 5.4% of Texas seaport trade.","https://comptroller.texas.gov/about/media-center/news/20251203-acting-texas-comptroller-kelly-hancock-announces-economic-impact-study-of-port-of-beaumont-1764711280117","comptroller.texas.gov","published","high","positive",2025-12-27T23:07:39.135Z
761,1749,"Port of Beaumont","Baking & Milling","news","Acting Texas Comptroller Kelly Hancock Announces Economic Impact Study of Port of Beaumont","Acting Texas Comptroller Kelly Hancock released a study on December 3, 2025, revealing that Port of Beaumont handled $23 billion in trade in 2024, up 182% since 2018, supporting 157,000 jobs and contributing $23.4 billion to Texas GDP. The growth is driven by exports of mineral fuels, petroleum products, and chemicals, fueled by infrastructure investments. Hancock highlighted the port's critical role in Texas' economy during a visit as part of the Good for Texas Tour.","https://queondamagazine.com/port-of-beaumont-trade-surge-delivers-23b-boost-to-texas-economy/","queondamagazine.com","published","high","positive",2025-12-27T23:07:35.273Z
760,1742,"Phoenix","Baking & Milling","news","Drug Developments: Psilocybin Legalization Advances in Arizona Affecting Phoenix Employers","Psilocybin use could become legal in Arizona sooner than expected, with a compliance blueprint already available for employers. This follows piecemeal marijuana legalization trends. Phoenix businesses must prepare for potential regulatory shifts in drug policies.","https://www.yourvalley.net/stories/phoenix-independent-december-26-2025,647182","yourvalley.net","published","medium","neutral",2025-12-27T23:06:32.561Z
759,1742,"Phoenix","Baking & Milling","executive_change","Maricopa Association of Governments Names New Executive Director","The Maricopa Association of Governments appointed a new Executive Director. This leadership change impacts regional planning and development in the Phoenix metropolitan area. The update strengthens governance for Phoenix-area initiatives.","https://www.bizjournals.com/phoenix/news/2025/12/26/notable-phoenix-business-leaders-who-died-in-2025.html","bizjournals.com","published","medium","neutral",2025-12-27T23:06:29.335Z
758,1742,"Phoenix","Baking & Milling","funding","New SBA Credit Program Backs Early Manufacturing Expansion in Maricopa Area","The U.S. Small Business Administration approved its first round of 7(a) Manufacturers’ Access to Revolving Credit Loans, delivering $3.5 million to four manufacturers. This is the first SBA loan program dedicated to manufacturers for flexible working capital. It supports early manufacturing expansion relevant to Greater Phoenix businesses.","https://azchamber.com/newsfeed/chamber-business-news/","azchamber.com","published","medium","positive",2025-12-27T23:06:25.398Z
757,1742,"Phoenix","Baking & Milling","product_launch","Celebrity-Led Rooftop Restaurant Wolf by Vanderpump Launches at Caesars Republic Scottsdale","Wolf by Vanderpump Scottsdale officially opened on December 16 at Caesars Republic Scottsdale, marking the brand's second location. The grand opening was hosted by Lisa Vanderpump and HCW Group. This launch enhances Scottsdale's entertainment and dining offerings.","https://inbusinessphx.com/issuedate/december-22-2025","inbusinessphx.com","published","medium","positive",2025-12-27T23:06:23.542Z
756,1742,"Phoenix","Baking & Milling","news","Phoenix Targets Economic Growth Through New Aviation Technologies","The City of Phoenix Aviation Department released a summary of findings on implementing advanced air mobility technologies at Phoenix Sky Harbor International Airport. The study over the past year aims to establish innovative next-generation aviation solutions. This positions Phoenix as a leader in advanced air mobility development.","https://www.gpec.org/news/","gpec.org","published","high","positive",2025-12-27T23:06:20.205Z
755,1742,"Phoenix","Baking & Milling","news","Phoenix-Based Fold Holdings Added to Russell 2000 Index","Fold Holdings, Inc., a Phoenix-based bitcoin financial services company, announced its inclusion in the Russell 2000 Index. The index comprises small-cap U.S. stocks representing about 5-7% of U.S. public equity market capitalization. This addition highlights the firm's growing prominence in the financial sector.","https://inbusinessphx.com/issues/december-2025-issue","inbusinessphx.com","published","high","positive",2025-12-27T23:06:16.840Z
754,1738,"Petkus Technologies North America","Baking & Milling","partnership","PETKUS Appoints BEHST Machinery Corp as Official Distributor for Canadian Market","PETKUS announced BEHST Machinery Corp as its new official distributor in Canada to meet growing agricultural sector demands. This strategic partnership enhances delivery of high-quality, reliable seed and grain processing products. It strengthens PETKUS's North American presence.","https://www.petkus.com/news-events/news","petkus.com","published","medium","positive",2025-12-27T23:05:22.919Z
753,1738,"Petkus Technologies North America","Baking & Milling","product_launch","PETKUS Delivers Brand-New CM MultiCoater Technology to Major US Seed Producer","PETKUS supplied two CM batch treaters (300 liters each) forming the largest coating line for field crop chemical treatment to a key US account. The innovative technology, developed by Röber Institute, supports ten liquid active ingredients and two powders simultaneously. Testing at PETKUS North America Test Center in Iowa confirmed its effectiveness for high-quality seed treatment.","https://millermagazine.com/blog/petkus-delivers-its-brand-new-cm-multicoater-technology-to-north-america-2-3816","millermagazine.com","published","high","positive",2025-12-27T23:05:15.774Z
752,1738,"Petkus Technologies North America","Baking & Milling","partnership","Premier Tech Partners with Petkus to Enhance North American Agricultural Market Service","Premier Tech's Prairie Engineering becomes the exclusive distributor of Petkus seed and grain technologies in the US and Canada. This partnership provides access to advanced conditioning equipment like sorting, cleaners, gravity tables, and chemical treating. It aligns with Industry 4.0 standards to better serve agricultural clients.","https://www.premiertech.com/news/premier-tech-partners-better-serve-north-american-agricultural-market","premiertech.com","published","high","positive",2025-12-27T23:05:12.173Z
751,1736,"Peterborough, ON","Baking & Milling","news","Peterborough Corporate Surge: Relocations Driving Property Price Growth","Corporate relocations and business expansions in Peterborough are boosting the local economy and driving up property prices. Major companies are attracted by the city's strategic location, competitive business environment, and growing tech and logistics sectors. This influx is creating investment opportunities in regeneration zones and increasing demand for housing near key amenities.","https://northumberlanddaily.ca/rss/community-futures-peterborough-hit-all-the-right-notes-in-2025-for-aspiring-established-entrepreneurs/","northumberlanddaily.ca","published","medium","positive",2025-12-27T23:05:04.374Z
750,1735,"Perten Instruments, Inc.","Baking & Milling","news","Perten Instruments Mentioned as Sponsor for Global Potato Summit 2025","Perten Instruments is listed among sponsors including Naturalli, Omnivent, and Ashoka Corporation for the Global Potato Summit 2025, scheduled for December 11-12, 2025. This indicates ongoing industry engagement in potato and agricultural sectors. No further details on specific contributions provided.[3]","https://www.marketscreener.com/quote/stock/REVVITY-INC-12426/news/PerkinElmer-Completes-Acquisition-of-Perten-Instruments-19546195/","marketscreener.com","published","low","neutral",2025-12-27T23:04:58.148Z
749,1735,"Perten Instruments, Inc.","Baking & Milling","partnership","PerkinElmer Completes Acquisition of Perten Instruments","PerkinElmer has completed its acquisition of Perten Instruments, as announced on December 5, 2025. This follows the initial agreement and strengthens PerkinElmer's position in food and agricultural analytical instruments. The deal enhances their portfolio for quality control in grain, flour, and feed markets.[2]","https://www.newhope.com/industry-insights/perkinelmer-to-acquire-perten-instruments","newhope.com","published","high","positive",2025-12-27T23:04:54.822Z
748,1733,"Perfecto","Baking & Milling","news","Colibri Resource Reports Drilling Progress at San Perfecto Target","Colibri Resource Corporation announced on December 17, 2025, the completion of 11 reverse circulation drill holes totaling 906 meters at the San Perfecto and Banco de Oro targets within its EP Gold Project in Sonora, Mexico. Drilling continues as planned, with initial assay results expected in January. The update highlights the project's location in the Caborca Gold Belt near major operations by Fresnillo, Agnico Eagle, and others.","https://www.marketbeat.com/instant-alerts/perfecto-sanchez-sells-1865-shares-of-techtarget-nasdaqttgt-stock-2025-12-15/","marketbeat.com","published","medium","positive",2025-12-27T23:04:44.973Z
747,1733,"Perfecto","Baking & Milling","executive_change","TechTarget Director Perfecto Sanchez Sells 1,865 Shares","Perfecto Sanchez, a director at TechTarget (NASDAQ:TTGT), sold 1,865 shares on December 12, 2025, at an average price of $5.81, totaling $10,835.65. Following the transaction, Sanchez retains 15,129 shares valued at approximately $87,899. This represents a 10.97% decrease in their position, as disclosed in an SEC filing.","https://www.ainvest.com/news/techtarget-director-sanchez-perfecto-buys-sells-shares-december-2025-2512/","ainvest.com","published","medium","neutral",2025-12-27T23:04:38.895Z
746,1731,"Perfectio","Baking & Milling","news","Perfection Property Restoration Lawsuit Against Marshall County Rescheduled for 2026 Trial","A civil suit by Perfection Property Restoration (now First Onsite) against Marshall County over a courthouse restoration contract breach has been rescheduled for trial on September 14, 2026. The company seeks $2.2 million plus fees for work done after a 2018 tornado, with ongoing disputes over paint issues and prior claims of fraud dismissed by the court. The case involves limited additional discovery on exterior paint problems.","https://tbbwmag.com/2025/07/18/french-pool-architect-to-acquire-largos-pool-perfection/","tbbwmag.com","published","low","negative",2025-12-27T23:03:44.689Z
745,1731,"Perfectio","Baking & Milling","news","Perfect Corp’s SkinGPT Highlighted in 2025 Cosmetics Industry Review for Personalized Beauty","Perfect Corp's SkinGPT is featured as a key generative tool advancing personalized beauty in the 2025 cosmetics industry review. The review discusses how AI tools like SkinGPT are reshaping formulation development and consumer experiences amid tightening regulations and supply chain shifts. It positions Perfect Corp. as part of transformative tech trends influencing the beauty sector.","https://www.globalcosmeticsnews.com/2025-beauty-industry-review-trends-tech-regulation/","globalcosmeticsnews.com","published","medium","positive",2025-12-27T23:03:41.152Z
744,1731,"Perfectio","Baking & Milling","news","Perfect Corp. Named AI Company of the Year at 2025 RetailTech Breakthrough Awards","Perfect Corp. has been honored as the AI Company of the Year at the 2025 RetailTech Breakthrough Awards. This recognition highlights their leadership in AI solutions for the beauty and retail industries. The award underscores their innovative contributions to AR and AI SaaS technologies.","https://corp.shiseido.com/en/news/detail.html?n=00000000003350","corp.shiseido.com","published","medium","positive",2025-12-27T23:03:37.696Z
743,1725,"Peacock (FF)","Baking & Milling","product_launch","Reality Hot Seat Premieres on Peacock December 7, 2025","Peacock Original Reality Hot Seat, described as the ultimate football-fan party, premieres on December 7. It adds to the platform's mix of reality and sports-themed content this month. The show targets sports enthusiasts amid Peacock's holiday lineup.","https://www.nbcsports.com/pressbox/press-releases/peacock-holiday-exclusive-week-17-nfl-game-to-stream-live-in-primetime-on-saturday-dec-27-2025","nbcsports.com","published","medium","positive",2025-12-27T23:03:00.156Z
742,1725,"Peacock (FF)","Baking & Milling","product_launch","Here Come The Irish Season 2 Premieres on Peacock December 8, 2025","Season 2 of Here Come The Irish, offering behind-the-scenes access to Notre Dame football, premieres on Peacock on December 8. The series captures the grit and glory of the program during game-day action. It coincides with expanded live sports coverage on the platform.","https://www.tomsguide.com/entertainment/streaming/new-on-peacock-in-december-2025-all-the-new-shows-and-movies-to-watch","tomsguide.com","published","medium","positive",2025-12-27T23:02:57.534Z
741,1725,"Peacock (FF)","Baking & Milling","product_launch","Bel-Air Season 4 Finale Airs on Peacock December 8, 2025","Peacock Original Bel-Air concludes its fourth and final season with episodes dropping on December 1 and the finale on December 8, wrapping up Will's journey from West Philly to Bel-Air. The gritty reimagining of The Fresh Prince of Bel-Air has been a key series for the platform. New episodes continue weekly leading into the series end.","https://solzyatthemovies.com/2025/11/20/peacock-tv-december-2025/","solzyatthemovies.com","published","medium","neutral",2025-12-27T23:02:54.014Z
740,1725,"Peacock (FF)","Baking & Milling","product_launch","The Copenhagen Test Season 1 Premieres on Peacock December 27, 2025","Peacock's espionage thriller The Copenhagen Test, starring Simu Liu as an intelligence analyst facing hackers, premieres its first season on December 27. This high-stakes cyber-thriller joins Peacock's December lineup of originals amid holiday programming. It represents a major new offering in drama and adventure genres.","https://www.peacocktv.com/blog/what-to-watch-new-on-peacock","peacocktv.com","published","high","positive",2025-12-27T23:02:51.013Z
739,1725,"Peacock (FF)","Baking & Milling","product_launch","Peacock Announces Holiday Exclusive NFL Week 17 Primetime Game on December 27, 2025","Peacock will exclusively stream a primetime NFL Week 17 game live on Saturday, December 27, 2025, as part of its holiday programming. This marks the fourth exclusive NFL game on the platform this season, highlighting Peacock's growing role in NFL broadcasts amid playoff races. The announcement underscores continued partnership between NBCUniversal and the NFL.","https://thenerdy.com/peacock-december-2025/","thenerdy.com","published","high","positive",2025-12-27T23:02:47.192Z
738,1724,"Patterson Grain","Baking & Milling","partnership","Paterson Grain LLC Wins Bid on Hansen-Mueller Assets in Bankruptcy Auction","Paterson Grain LLC, a North Dakota-based subsidiary of Paterson Grain, was selected as the successful bidder on a Hansen-Mueller facility lease, oats and barley, and related forward contracts in Toledo, Ohio, during a Chapter 11 bankruptcy auction. The final approval for sales of 27 asset lots, including those won by Paterson Grain, is set for a U.S. Bankruptcy Court hearing on December 22, 2025. This acquisition occurs amid Hansen-Mueller's bankruptcy filing in November 2025 after failing to pay farmers for grain deliveries.[3]","https://www.andersonsgrain.com/market-commentary/market-videos/morning-comments/december-2025/dec-01/","andersonsgrain.com","published","high","positive",2025-12-27T23:02:36.231Z
737,1718,"Panhandle Milling Inc","Baking & Milling","regulatory","OSHA Investigates Flour Mill Explosion at Panhandle Milling, Grain Dust Suspected","OSHA is probing the July 23, 2025, explosion at Panhandle Milling in Dawn, Texas, which killed one worker and injured three others, with grain dust suspected as the cause by the Hereford Fire Marshal. Structural engineers cleared the site for inspectors after the partial building collapse. The deceased worker's funeral was held on July 29.[3]","https://abc7amarillo.com/news/local/1-killed-3-burned-in-explosion-at-panhandle-milling-dawn-texas-deaf-smith-county","abc7amarillo.com","published","high","negative",2025-12-27T22:56:39.989Z
736,1718,"Panhandle Milling Inc","Baking & Milling","news","One Person Dies in Panhandle Milling Explosion at Dawn, Texas Facility","An early morning explosion on July 23, 2025, at Panhandle Milling's flour milling facility in Dawn, Texas, resulted in one fatality and three injuries, with a building partially collapsing. The company expressed deep sadness, confirmed cooperation with investigators, and CEO Bryan Ledgerwood offered condolences. Emergency responders from multiple departments assisted, and the victim was identified as 36-year-old Melissa Mungia.[1][2]","https://www.world-grain.com/articles/21662-one-person-dies-in-panhandle-milling-explosion","world-grain.com","published","high","negative",2025-12-27T22:56:36.558Z
735,1716,"Pacific Rose","Baking & Milling","news","T&G's Apples Business Reports 29% Higher Returns for Pacific Rose in 2025","T&G's Apples business announced increased grower returns for 2025, with Pacific Rose leading individual variety performance at 29% up on 2024 levels. Fuji followed with 27% growth. This reflects overall momentum in their commercial apple operations.","https://www.fruitnet.com/produce-plus/increased-2025-grower-returns-reflect-momentum-in-tandgs-apples-business/270006.article","fruitnet.com","published","medium","positive",2025-12-27T22:56:06.893Z
734,1768,"PRM Technologies, LLC","Baking & Milling","funding","Perimeter Solutions Announces Proposed Offering of $550 Million Senior Secured Notes","Perimeter Solutions announced plans for its subsidiary to offer $550 million in senior secured notes due 2034, subject to market conditions. The proceeds, along with cash on hand, will fund the previously announced acquisition of Medical Manufacturing Technologies LLC and related expenses. This supports the strategic expansion into medical device manufacturing.","https://www.globenewswire.com/news-release/2025/12/10/3203496/0/en/Perimeter-Solutions-Announces-Agreement-to-Acquire-MMT-for-685-Million.html","globenewswire.com","published","medium","neutral",2025-12-27T22:55:34.689Z
733,1768,"PRM Technologies, LLC","Baking & Milling","funding","Perimeter Solutions Prices $550 Million Senior Secured Notes to Fund MMT Acquisition","Perimeter Solutions' subsidiary priced $550 million in 6.250% senior secured notes due 2034 to finance the $685 million acquisition of Medical Manufacturing Technologies LLC, supplemented by cash on hand. The offering is expected to close on January 2, 2026, subject to conditions, with redemption required if the acquisition fails by September 2026. Post-transaction, the company anticipates a net leverage ratio of about 2.7x.","https://www.nasdaq.com/articles/prm-acquire-medical-manufacturing-technologies-685m","nasdaq.com","published","high","positive",2025-12-27T22:55:31.441Z
732,1768,"PRM Technologies, LLC","Baking & Milling","partnership","Perimeter Solutions Announces Agreement to Acquire Medical Manufacturing Technologies for $685 Million","Perimeter Solutions, Inc. (PRM) entered into a definitive agreement to acquire Medical Manufacturing Technologies LLC (MMT) from Arcline Investment Management for approximately $685 million in cash. The acquisition adds MMT's machinery and consumables business, expected to generate $140 million in revenues and $50 million in adjusted EBITDA in 2025, and is set to close in Q1 2026. CEO Haitham Khouri highlighted MMT as an excellent strategic fit with strong growth potential.","https://www.zacks.com/stock/news/2803877/prm-to-acquire-medical-manufacturing-technologies-for-685m","zacks.com","published","high","positive",2025-12-27T22:55:27.605Z
731,1759,"PPM Technologies, LLC","Baking & Milling","product_launch","PPM Technologies Introduces New Seasoning System","Food in Canada reported on December 10, 2025, that PPM Technologies introduced a new seasoning system for confectionery, fruit, vegetables, and other products. The announcement highlights equipment innovations in food processing.","https://www.potatopro.com/news/2025/ppm-technologies-introduces-new-batchwright-frying-system","potatopro.com","published","medium","positive",2025-12-27T22:54:55.652Z
730,1759,"PPM Technologies, LLC","Baking & Milling","product_launch","PPM Technologies Debuts Third-Generation FlavorWright All-in-One Seasoning System","PPM Technologies announced the debut of its Gen 3 FlavorWright All-in-One seasoning system, as reported on December 12, 2025. The system offers advancements in operator safety, application flexibility, and production capacity for various food products.","https://ppmtech.com","ppmtech.com","published","medium","positive",2025-12-27T22:54:52.888Z
729,1759,"PPM Technologies, LLC","Baking & Milling","product_launch","PPM Technologies Introduces Gen 3 FlavorWright All-in-One Seasoning System","PPM Technologies, a member of Duravant's Food Sorting and Handling Group, launched the third generation of its FlavorWright All-in-One seasoning system on December 9, 2025. This compact, portable unit combines liquid and dry seasoning for snacks, nuts, and other foods, featuring enhanced drum magnets, optional stainless-steel drums, and improvements for safety, flexibility, and capacity.","https://ppmtech.com/resources/news/","ppmtech.com","published","high","positive",2025-12-27T22:54:47.282Z
728,1758,"PPM Technologies LLC","Baking & Milling","product_launch","PPM Technologies Introduces FlavorWright SmartSpray Food Coating System","PPM Technologies launches the FlavorWright SmartSpray food coating system, including a durable mobile cart with integrated chemical handling and CIP spray header. Designed for efficient coating applications in food processing.","https://mcbridepr.com/news/2025/PPM-Technologies-Introduces-Gen-3-FlavorWright-All-in-One-Seasoning-System.html","mcbridepr.com","published","medium","positive",2025-12-27T22:54:17.864Z
727,1758,"PPM Technologies LLC","Baking & Milling","product_launch","PPM Technologies Debuts Third-Generation FlavorWright All-in-One Seasoning System","PPM Technologies introduces the Gen 3 FlavorWright All-in-One seasoning system, featuring enhanced drum magnets, optional stainless-steel drum, programmable alarms, and improved safety features. The compact system combines liquid and dry seasoning for snacks, nuts, and more, with updates based on processor feedback to boost efficiency and capacity. It supports small to medium production and R&D needs.","https://ppmtech.com","ppmtech.com","published","high","positive",2025-12-27T22:54:14.055Z
726,1758,"PPM Technologies LLC","Baking & Milling","partnership","Duravant Acquires PPM Technologies","Duravant LLC has acquired PPM Technologies from Stonehenge Partners, expanding its food processing solutions portfolio. PPM, a manufacturer of conveying, coating, and thermal equipment, complements Duravant's existing products, particularly Key Technology. Executives express excitement about growth opportunities, innovation, and market expansion.","https://www.powderbulksolids.com/business/duravant-acquires-ppm-technologies","powderbulksolids.com","published","high","positive",2025-12-27T22:54:10.769Z
725,1729,"PEPCO","Baking & Milling","news","Poundland to Use Emergency Overdraft from Former Owner Pepco Amid Christmas Trading Slump","Poundland, recently sold by Pepco, plans to draw on a £30m overdraft provided by Pepco due to weak Christmas trading. This highlights post-sale financial support from Pepco to its former subsidiary.[6]","https://www.tradingview.com/news/reuters.com,2025-12-22:newsml_EM3YrWSMa:0-pepco-group-n-v-share-buyback-programme-acquisition-of-shares-from-15-19-december-2025/","tradingview.com","published","medium","negative",2025-12-27T22:53:11.737Z
724,1729,"PEPCO","Baking & Milling","press_release","Pepco Group Hosts FY25 Preliminary Results Conference Call on 17 December 2025","Pepco Group held a conference call for analysts and investors on 17 December 2025 to discuss its FY25 preliminary results, including strategic updates and financial performance.[2][5]","https://www.retailgazette.co.uk/blog/2025/12/pepco-group-financials/","retailgazette.co.uk","published","low","neutral",2025-12-27T22:53:09.089Z
723,1729,"PEPCO","Baking & Milling","financial_news","Pepco Group Announces Continued Share Buyback Programme for 15-19 December 2025","Pepco Group executed its share buyback programme, acquiring shares between 15 and 19 December 2025, as part of ongoing efforts to return capital to shareholders. This follows over €75m in repurchases earlier in the year and a new €50m tranche started in October 2025.[1][4]","https://www.pepcogroup.eu/media-news/fy25-preliminary-results/","pepcogroup.eu","published","medium","positive",2025-12-27T22:53:03.943Z
722,1729,"PEPCO","Baking & Milling","financial_news","Pepco Group Releases Strong FY25 Preliminary Results with Revenue Growth and Upgraded Guidance","Pepco Group reported preliminary results for the 12 months ended 30 September 2025, showing revenue of approximately £3.9bn, underlying EBITDA growth of 10.3% to €865m, and net earnings up 19.7% to €219m. The company highlighted strategic progress including the sale of Poundland, exit from FMCG, and plans for digital launch in Q1 2026, while upgrading mid-term guidance and increasing dividends by 55%.[1][2][3]","https://www.pepcogroup.eu/wp-content/uploads/2025/12/PCO-FY-2025-Prelim-Results-vFFF.pdf","pepcogroup.eu","published","high","positive",2025-12-27T22:53:00.440Z
721,1710,"Ottevanger Milling Engineers B.V.","Baking & Milling","executive_change","Ard Zweep Appointed as New Managing Director of Ottevanger Milling Engineers","Ottevanger Milling Engineers has announced the appointment of Ard Zweep as its new Managing Director. Zweep brings extensive international experience from companies like Forbo, Marel, JBT, and Hotraco. Leadership expressed confidence in his ability to drive innovation, customer focus, and sustainable growth.[1][2]","https://feedplanetmagazine.com/blog/ard-zweep-takes-helm-at-ottevanger-milling-engineers-3594","feedplanetmagazine.com","published","high","positive",2025-12-27T22:51:39.757Z
720,1703,"Orhand","Baking & Milling","partnership","Dana Closes Sale of European Fluid Products Hose and Tubing Operations to Orhan Holding, A.S.","Dana Incorporated has finalized the sale of its European fluid products hose and tubing operations to Orhan Holding, A.S. This transaction completes a previously announced deal, strengthening Orhan Holding's position in the automotive aftermarket sector.","https://www.aftermarketnews.com/dana-closes-sale-of-european-fluid-products-hose-and-tubing-operations/","aftermarketnews.com","published","high","positive",2025-12-27T22:50:16.812Z
719,1707,"OT/MWH","Baking & Milling","partnership","Peregrine Energy Solutions, Wärtsilä, and WHC Energy Services Advance 250-MW/500-MWh Mallard Energy Storage Project in Texas","Peregrine Energy Solutions, in partnership with Wärtsilä and WHC Energy Services, announced on December 17 progress on the 250-MW/500-MWh Mallard Energy Storage project near Dallas, Texas, with a tolling agreement secured with a Fortune 500 company. Construction is underway, utilizing Wärtsilä’s Quantum2 technology, with commercial operation expected by year-end 2026. WHC is providing construction services, highlighting their role in innovative energy solutions.","https://www.westwoodenergy.com/sectors/energy-transition/hydrogen/hydrogen-compass-december-2025","westwoodenergy.com","published","high","positive",2025-12-27T22:49:10.929Z
718,1700,"OPSystems, Inc.","Baking & Milling","partnership","Optex Systems Awarded $2.33 Million Contract for Optical Sub-Assemblies","Optex Systems received a $2.33 million order for optical sub-assemblies, with deliveries scheduled from April through December 2026 for a long-term commercial customer. The contract supports assembly of various optical units. Company expressed excitement about the opportunity.[1][5]","https://www.stocktitan.net/sec-filings/OPXS/8-k-optex-systems-holdings-inc-reports-material-event-ea3bfef06eea.html","stocktitan.net","published","medium","positive",2025-12-27T22:49:04.512Z
717,1700,"OPSystems, Inc.","Baking & Milling","executive_change","CEO Danny Schoening Resigns; Chad George Appointed as New CEO","CEO Danny Schoening resigned effective December 20, 2025, but will remain Chairman of the Board. President Chad George, with extensive defense experience from Leonardo DRS and Raytheon, assumes the CEO role. This leadership transition supports ongoing strategic expansion.[1][2]","https://www.zacks.com/stock/news/2808154/opxs-fy25-earnings-rise-yy-on-strong-defense-contract-demand","zacks.com","published","high","neutral",2025-12-27T22:48:59.858Z
716,1700,"OPSystems, Inc.","Baking & Milling","financial_news","Optex Systems Reports 21.6% Revenue Growth in Fiscal Year 2025","Optex Systems Holdings, Inc. announced a 21.6% increase in annual revenue to $41.3 million for the fiscal year ended September 28, 2025, driven by strong defense demand. The company secured $36.2 million in new orders but noted potential impacts from U.S. government funding delays. Stock performance showed a 108.6% year-to-date return.[1][2]","https://www.investing.com/news/company-news/optex-systems-reports-216-revenue-growth-in-fiscal-year-2025-93CH-4413046","investing.com","published","high","positive",2025-12-27T22:48:56.423Z
715,1699,"OPI","Baking & Milling","funding","Office Properties Income Trust Enters into Restructuring Support Agreement with Noteholders","Office Properties Income Trust signed a Restructuring Support Agreement with noteholders to reduce debt and strengthen its balance sheet. This agreement supports the ongoing Chapter 11 process for its affiliate and broader financial restructuring efforts.","https://www.opi.net/category/magazines/december-2025/","opi.net","published","high","neutral",2025-12-27T22:48:49.552Z
714,1699,"OPI","Baking & Milling","funding","OPI Creditors Start Confidential Talks as Debt Wall Nears","Creditors of Office Properties Income Trust (OPI) have initiated confidential discussions ahead of the REIT's $900 million+ debt maturity wall. Groups holding secured bonds due 2027 and 2029 have engaged advisors like Evercore, Houlihan Lokey, and law firms to negotiate restructuring terms.","https://whatnow.com/news/trending/a-major-real-estate-giant-just-entered-chapter-11-bankruptcy/","whatnow.com","published","medium","negative",2025-12-27T22:48:46.257Z
713,1699,"OPI","Baking & Milling","funding","Office Properties Income Trust Closes Private Exchange Relating to 2025 Debt Maturities","Office Properties Income Trust completed a private exchange of its 2025 debt maturities on December 11, 2024. This transaction is part of ongoing efforts to manage upcoming debt obligations and restructure its capital stack.","https://www.businesswire.com/news/home/20250105141552/en/Office-Properties-Income-Trust-Provides-Update-on-Asset-Sales-and-Redemption-of-Remaining-2025-Senior-Notes-Outstanding","businesswire.com","published","medium","neutral",2025-12-27T22:48:42.930Z
712,1699,"OPI","Baking & Milling","funding","OPI Affiliate OPI WF Holding LLC Files for Chapter 11 Bankruptcy Protection","An affiliate of Office Properties Income Trust (OPI), OPI WF Holding LLC, filed for Chapter 11 bankruptcy on October 31, 2025, amid financial strain and a challenging office market. OPI entered a Restructuring Support Agreement to convert $1 billion of senior secured notes into equity and secured $125 million in debtor-in-possession financing. This follows a Q2 2025 net loss of $41.2 million and aims to reduce leverage and improve liquidity.","https://www.opireit.com/investors/news/news-release-details/2025/Office-Properties-Income-Trust-Provides-Update-on-Asset-Sales-and-Redemption-of-Remaining-2025-Senior-Notes-Outstanding/default.aspx","opireit.com","published","high","negative",2025-12-27T22:48:39.302Z
711,1699,"OPI","Baking & Milling","funding","Office Properties Income Trust Provides Update on Asset Sales and Redemption of Remaining 2025 Senior Notes","Office Properties Income Trust (OPI) sold 17 properties for $114.5 million during Q4 2024 and is under agreement to sell six more for $54.8 million. The company also announced the early redemption of its $113.1 million 4.50% Senior Notes due 2025, expected on January 22, 2025, funded by cash on hand. These actions aim to streamline its portfolio and manage debt obligations.","https://www.opi.net/news/region/001-north-america/free-to-read-weekly-news-round-up-12-december-2025/","opi.net","published","high","neutral",2025-12-27T22:48:36.012Z
